influencer_pk,influencer_id,influencer_category,all_feed_word,word_count
,,,하겠슴,1
,,,무더위,1
,,,불금,1
,,,조만간,1
,,,고등학생,1
,,,후반기,1
,,,휘,1
,,,둘리,1
,,,선미,1
,,,나안,1
,,,후두두,1
,,,두두,1
,,,몸무게,1
,,,어데갔뉘,1
,,,달,1
,,,훌렁거려,1
,,,노랜데,1
,,,리드미,1
,,,조쿠,1
,,,오카,1
,,,생겼드,1
,,,화질,1
,,,노답,1
,,,팝,1
,,,업체,1
,,,미팅,1
,,,혜주,1
,,,운전,1
,,,감정,1
,,,잠깐,1
,,,성적,1
,,,어그,1
,,,또고,1
,,,가운,1
,,,세팅끄읏,1
,,,보이,1
,,,피팅,1
,,,헤어디자이너,1
,,,간혹,1
,,,폭염,1
,,,옷집,1
,,,일월,1
,,,순간,1
,,,겉,1
,,,앞뒤,1
,,,위,1
,,,가짐,1
,,,듣기,1
,,,인생,1
,,,만들기,1
,,,굿밤,1
,,,세상,1
,,,부로,1
,,,새로운시작,1
,,,녹초,1
,,,다시,1
,,,방향,1
,,,냥,1
,,,빠팅,1
,,,문제,1
,,,중이,1
,,,품목,1
,,,고양이,1
,,,조말,1
,,,론,1
,,,프라다,1
,,,게스,1
,,,타미힐피거,1
,,,해부,1
,,,럈다,1
,,,군,1
,,,태풍,1
,,,마네킹,1
,,,디피,1
,,,입맛,1
,,,커피한잔,1
,,,구역질,1
,,,오시,1
,,,약,1
,,,감기,1
,,,조심,1
,,,마비,1
,,,공무원,1
,,,연습실,1
,,,디자인,1
,,,묘,1
,,,야식,1
,,,은지,1
,,,착샷,1
,,,주차장,1
,,,온통,1
,,,구상,1
,,,취침,1
,,,불고기,1
,,,닷,1
,,,일요일,1
,,,오트밀,1
,,,색데,1
,,,머,1
,,,입지,1
,,,은근,1
,,,색,1
,,,인,1
,,,틴트,1
,,,키스,1
,,,시그널,1
,,,세미,1
,,,코랄,1
,,,란제리,1
,,,른,1
,,,따위,1
,,,퇴근길,1
,,,앞날,1
,,,부분,1
,,,피,1
,,,의지,1
,,,빼,1
,,,관심,1
,,,얘기,1
,,,가나,1
,,,결정,1
,,,나이,1
,,,입다,1
,,,군살,1
,,,잡기,1
,,,빼기,1
,,,자동,1
,,,다이어트,1
,,,압박,1
,,,위아래,1
,,,만족,1
,,,요,1
,,,요런,1
,,,요가,1
,,,쫀쫀,1
,,,몸매,1
,,,교정,1
,,,쌍수,1
,,,쌍,1
,,,흐려졍,1
,,,살즈,1
,,,이주,1
,,,기념,1
,,,근무,1
,,,축하,1
,,,주신,1
,,,말끝,1
,,,차,1
,,,검진,1
,,,김,1
,,,총총,1
,,,가게,1
,,,홍보,1
,,,포토,1
,,,존,1
,,,만들꺄,1
,,,스탈,1
,,,꽃꽃집,1
,,,화난,1
,,,너구리,1
,,,찍,1
,,,자화,1
,,,내지,1
,,,해결,1
,,,신축,1
,,,짱,1
,,,기사,1
,,,허리,1
,,,쫌,1
,,,버거킹,1
,,,와퍼버거,1
,,,오렌지,1
,,,남방,1
,,,전시,1
,,,왜케,1
,,,복잡복잡,1
,,,화이,1
,,,엘베,1
,,,현실,1
,,,잔,1
,,,좀어케,1
,,,일요,1
,,,일오오,1
,,,시한,1
,,,마매,1
,,,티디데,1
,,,집,1
,,,서일,1
,,,아메리카노,1
,,,쭉쭉,1
,,,무배,1
,,,출근길,1
,,,모델,1
,,,진일,1
,,,작품,1
,,,에고,1
,,,신탄진,1
,,,엘라스,1
,,,미스,1
,,,레아,1
,,,미스코리아,1
,,,대회,1
,,,덜,1
,,,목,1
,,,즐겁쥬,1
,,,지오,1
,,,얼마,1
,,,후다닥,1
,,,상세,1
,,,설명,1
,,,새벽,1
,,,해주시,1
,,,정,1
,,,품일,1
,,,레플입니,1
,,,거래처,1
,,,거구,1
,,,밤,1
,,,분,1
,,,배송비,1
,,,무료,1
,,,퀄리티,1
,,,이상,1
,,,재고,1
,,,진시,1
,,,가로수길,1
,,,강남,1
,,,정상,1
,,,둘째,1
,,,덕분,1
,,,커피,1
,,,댜,1
,,,최선,1
,,,폭주,1
,,,상태,1
,,,최대한,1
,,,답변,1
,,,서비스,1
,,,처음,1
,,,간전,1
,,,장사,1
,,,할머님,1
,,,고마,1
,,,웡,1
,,,왕,1
,,,다다,1
,,,야구복,1
,,,상보,1
,,,일로,1
,,,풀때,1
,,,나비,1
,,,왜,1
,,,딬,1
,,,한밭수목원,1
,,,공원,1
,,,산책,1
,,,핵,1
,,,착샷데,1
,,,뭉게뭉게,1
,,,버스,1
,,,타,1
,,,구김,1
,,,스판끼,1
,,,더욱,1
,,,세탁,1
,,,다사,1
,,,쟁,1
,,,두기,1
,,,거울,1
,,,다혜,1
,,,준,1
,,,무,1
,,,래야,1
,,,꽌,1
,,,건물,1
,,,가능,1
,,,리오,1
,,,화이팅,1
,,,윤갱,1
,,,머리띠,1
,,,티스,1
,,,커트,1
,,,겟,1
,,,집사,1
,,,장님,1
,,,파티,1
,,,날금,1
,,,자고,1
,,,현충일,1
,,,삭스,1
,,,마냥,1
,,,사랑,1
,,,함더,1
,,,신고,1
,,,장시간,1
,,,무리,1
,,,베이지,1
,,,주소,1
,,,세종시,1
,,,샷후기샷,1
,,,미가,1
,,,다혜님,1
,,,보더,1
,,,고,1
,,,니,1
,,,이다혜,1
,,,스판끼많,1
,,,활동,1
,,,거기,1
,,,홈쇼핑,1
,,,용투,1
,,,착,1
,,,샷후기샷구매샷,1
,,,배경,1
,,,인스타,1
,,,다망,1
,,,유행,1
,,,러블리하,1
,,,유럽,1
,,,엄마,1
,,,맘,1
,,,핏데,1
,,,발끝,1
,,,쨍해,1
,,,혜,1
,,,아무나,1
,,,앨리스,1
,,,뿌듯뿌듯,1
,,,단발,1
,,,원피스,1
,,,뿜뿜,1
,,,동생,1
,,,센스,1
,,,중성,1
,,,성격,1
,,,의리,1
,,,통해,1
,,,죽,1
,,,볼,1
,,,일만,1
,,,둘,1
,,,호캉스,1
,,,금손,1
,,,완전,1
,,,다육,1
,,,미디,1
,,,근처,1
,,,어머니,1
,,,뻔,1
,,,질도,1
,,,과찬,1
,,,통,1
,,,다가,1
,,,지고,1
,,,샷쇼핑샷,1
,,,끼,1
,,,판매,1
,,,훅,1
,,,상승,1
,,,체크,1
,,,넌,1
,,,,
1938273509,no need to know,fashion,웨어,228
,,,아티스트,218
,,,스트릿,211
,,,패션,175
,,,스타,161
,,,그램,161
,,,티,113
,,,데,102
,,,일리,102
,,,신상,100
,,,후드,84
,,,옷,66
,,,셔츠,64
,,,코디,60
,,,여름,57
,,,오오,52
,,,티디,52
,,,콜라보,50
,,,브랜드,48
,,,발매,45
,,,아웃,44
,,,핏,44
,,,디자이너,38
,,,페이즐리,29
,,,팡세,29
,,,자수,28
,,,반바지,27
,,,핫템,26
,,,타투,26
,,,팬츠,24
,,,모델,23
,,,멋,22
,,,오픈카,22
,,,예정,21
,,,소통,21
,,,일상,21
,,,샷,20
,,,반,20
,,,상품,20
,,,전신,19
,,,반사,18
,,,이벤트,18
,,,공식,18
,,,카,17
,,,나염,17
,,,자켓,16
,,,아트,16
,,,작가,16
,,,남자,16
,,,스토어,16
,,,셀피,16
,,,셀,16
,,,인스타,16
,,,수,15
,,,투맨,15
,,,셀카,15
,,,더,13
,,,감성,13
,,,후기,13
,,,공홈,13
,,,촬영,13
,,,여자,13
,,,집업,12
,,,팔,11
,,,착용,11
,,,할인,10
,,,출시,10
,,,작품,10
,,,사랑,10
,,,브로스,10
,,,조거,10
,,,슬랙스,10
,,,사이렌,10
,,,고객,9
,,,위,9
,,,히피,9
,,,부다,9
,,,착샷,9
,,,가을,8
,,,준비,8
,,,지금,8
,,,핫,8
,,,일,8
,,,어워드,8
,,,가격,8
,,,제네시스,8
,,,인기,8
,,,레오,8
,,,브,8
,,,겨울,8
,,,디자인,7
,,,휴가,7
,,,쇼핑,7
,,,구매,7
,,,썸머,7
,,,해빗,7
,,,서울,7
,,,차,7
,,,필드,7
,,,곧,7
,,,생각,6
,,,포켓,6
,,,위해,6
,,,버핏,6
,,,조선,6
,,,스쿨,6
,,,판매,6
,,,우수,6
,,,저희,6
,,,유관순,6
,,,중,6
,,,헤어,6
,,,찬스,6
,,,처,6
,,,제품,6
,,,홍대,6
,,,아노락,6
,,,색상,5
,,,이번,5
,,,응원,5
,,,최대,5
,,,여러분,5
,,,분,5
,,,감사,5
,,,주년,5
,,,심플,5
,,,기념,5
,,,베이직,5
,,,고려대학교,5
,,,오늘,5
,,,기대,5
,,,선물,5
,,,그래피티,5
,,,배색,5
,,,싸이,5
,,,코베,5
,,,가장,5
,,,비니,5
,,,이스트,5
,,,힘,4
,,,얼른,4
,,,오픈,4
,,,날씨,4
,,,주말,4
,,,주문,4
,,,하루,4
,,,수상,4
,,,마음,4
,,,보답,4
,,,윤봉길,4
,,,균,4
,,,폭주,4
,,,오프라인,4
,,,민소매,4
,,,팝핀현준,4
,,,맞팔,4
,,,티셔츠,4
,,,차신,4
,,,플리,4
,,,마켓,4
